trial,system,trial_id,fixture,difficulty,seed,heldout_correct,csynth_success,metrics_parseable,constraint_violation,cq_synthesis,evaluator_credits,llm_requests,input_tokens,output_tokens,api_cost_usd,failure_stage,failure_category,baseline_latency_cycles,final_latency_cycles,latency_change_pct,baseline_lut,final_lut,lut_change_pct,baseline_dsp,final_dsp,dsp_change_pct,baseline_bram,final_bram,bram_change_pct
True,A1 No diagnosis,A1-dot_product-s05,dot_product,medium,5,True,True,True,False,True,37,6,18310,2573,0.014658,,,12250,12114,-1.1095,2147,1896,,35,27.93,,18,19.64,
True,A1 No diagnosis,A1-dot_product-s06,dot_product,medium,6,True,True,True,False,True,37,7,18330,2579,0.014677,,,12300,11707,-4.8246,2158,2349,,36,40.35,,16,16.09,
True,A1 No diagnosis,A1-dot_product-s07,dot_product,medium,7,True,True,True,False,True,38,8,18350,2585,0.014696,,,12350,11002,-10.9162,2169,2222,,37,36.83,,17,16.88,
True,A1 No diagnosis,A1-dot_product-s08,dot_product,medium,8,True,True,True,False,True,39,6,18370,2591,0.014715,,,12400,11651,-6.0426,2180,2196,,34,34.98,,18,17.28,
True,A1 No diagnosis,A1-dot_product-s09,dot_product,medium,9,True,True,True,False,True,35,7,18390,2597,0.014734,,,12450,13068,4.9648,2191,2369,,35,31.17,,16,15.53,
True,A1 No diagnosis,A1-matrix_multiply_4x4-s00,matrix_multiply_4x4,medium,0,False,False,False,False,False,39,7,18410,2603,0.014754,heldout,boundary_case,,,,,,,,,,,,
True,A1 No diagnosis,A1-matrix_multiply_4x4-s01,matrix_multiply_4x4,medium,1,False,False,False,False,False,35,8,18430,2609,0.014773,heldout,numerical_tolerance,,,,,,,,,,,,
True,A1 No diagnosis,A1-matrix_multiply_4x4-s02,matrix_multiply_4x4,medium,2,True,True,True,False,True,36,6,18450,2615,0.014792,,,12600,10153,-19.4176,2187,2230,,37,38.66,,14,12.47,
True,A1 No diagnosis,A1-matrix_multiply_4x4-s03,matrix_multiply_4x4,medium,3,True,True,True,False,True,37,7,18470,2621,0.014811,,,12650,9638,-23.8118,2198,2340,,38,32.05,,12,11.67,
True,A1 No diagnosis,A1-matrix_multiply_4x4-s04,matrix_multiply_4x4,medium,4,False,False,False,False,False,37,8,18490,2627,0.01483,heldout,boundary_case,,,,,,,,,,,,
True,A1 No diagnosis,A1-matrix_multiply_4x4-s05,matrix_multiply_4x4,medium,5,False,False,False,False,False,37,6,18510,2633,0.01485,heldout,numerical_tolerance,,,,,,,,,,,,
True,A1 No diagnosis,A1-matrix_multiply_4x4-s06,matrix_multiply_4x4,medium,6,True,True,True,False,True,38,7,18530,2639,0.014869,,,12800,11995,-6.2907,2231,2320,,37,34.71,,12,11.43,
True,A1 No diagnosis,A1-matrix_multiply_4x4-s07,matrix_multiply_4x4,medium,7,True,True,True,False,True,39,8,18550,2645,0.014888,,,12850,10598,-17.5218,2242,2024,,38,36.05,,13,13.81,
True,A1 No diagnosis,A1-matrix_multiply_4x4-s08,matrix_multiply_4x4,medium,8,True,True,True,False,True,35,6,18570,2651,0.014907,,,12900,10352,-19.755,2253,2538,,35,31.96,,14,14.67,
True,A1 No diagnosis,A1-matrix_multiply_4x4-s09,matrix_multiply_4x4,medium,9,True,True,True,False,True,36,7,18590,2657,0.014926,,,12950,10389,-19.7789,2264,2469,,36,35.23,,12,11.14,
True,A1 No diagnosis,A1-convolution_1d-s00,convolution_1d,medium,0,True,True,True,False,True,35,7,18610,2663,0.014946,,,13000,10044,-22.735,2238,2448,,36,36.38,,13,12.73,
True,A1 No diagnosis,A1-convolution_1d-s01,convolution_1d,medium,1,False,False,False,False,False,36,8,18630,2669,0.014965,heldout,interface_mismatch,,,,,,,,,,,,
True,A1 No diagnosis,A1-convolution_1d-s02,convolution_1d,medium,2,False,False,False,False,False,37,6,18650,2675,0.014984,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A1 No diagnosis,A1-convolution_1d-s03,convolution_1d,medium,3,True,True,True,False,True,37,7,18670,2681,0.015003,,,13150,14105,7.2593,2271,2051,,39,36.48,,13,12.95,
True,A1 No diagnosis,A1-convolution_1d-s04,convolution_1d,medium,4,True,True,True,False,True,37,8,18690,2687,0.015022,,,13200,11684,-11.487,2282,2489,,36,31.15,,14,14.33,
True,A1 No diagnosis,A1-convolution_1d-s05,convolution_1d,medium,5,True,True,True,False,True,38,6,18710,2693,0.015042,,,13250,10221,-22.8571,2293,2365,,37,34.43,,15,14.86,
True,A1 No diagnosis,A1-convolution_1d-s06,convolution_1d,medium,6,True,True,True,False,True,39,7,18730,2699,0.015061,,,13300,10688,-19.6416,2304,2121,,38,33.87,,13,13.15,
True,A1 No diagnosis,A1-convolution_1d-s07,convolution_1d,medium,7,True,True,True,False,True,35,8,18750,2705,0.01508,,,13350,12051,-9.7308,2315,2348,,39,39.62,,14,15.38,
True,A1 No diagnosis,A1-convolution_1d-s08,convolution_1d,medium,8,True,True,True,False,True,36,6,18770,2711,0.015099,,,13400,12122,-9.5371,2326,2266,,36,36.76,,15,16.7,
True,A1 No diagnosis,A1-convolution_1d-s09,convolution_1d,medium,9,True,True,True,False,True,37,7,18790,2717,0.015118,,,13450,11026,-18.0206,2337,2465,,37,41.93,,13,13.26,
True,A1 No diagnosis,A1-fft8-s00,fft8,hard,0,True,True,True,False,True,36,7,18810,2723,0.015138,,,13500,12793,-5.2367,2311,2039,,37,36.03,,14,13.32,
True,A1 No diagnosis,A1-fft8-s01,fft8,hard,1,True,True,True,False,True,37,8,18830,2729,0.015157,,,13550,12343,-8.9048,2322,2236,,38,39.34,,15,15.4,
True,A1 No diagnosis,A1-fft8-s02,fft8,hard,2,False,False,False,False,False,37,6,18850,2735,0.015176,heldout,boundary_case,,,,,,,,,,,,
True,A1 No diagnosis,A1-fft8-s03,fft8,hard,3,False,False,False,False,False,37,7,18870,2741,0.015195,heldout,numerical_tolerance,,,,,,,,,,,,
True,A1 No diagnosis,A1-fft8-s04,fft8,hard,4,True,True,True,False,True,38,8,18890,2747,0.015214,,,13700,11354,-17.1208,2355,2387,,37,42.19,,15,12.88,
True,A1 No diagnosis,A1-fft8-s05,fft8,hard,5,False,False,False,False,False,39,6,18910,2753,0.015234,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A1 No diagnosis,A1-fft8-s06,fft8,hard,6,False,False,False,False,False,35,7,18930,2759,0.015253,heldout,boundary_case,,,,,,,,,,,,
True,A1 No diagnosis,A1-fft8-s07,fft8,hard,7,False,False,False,False,False,36,8,18950,2765,0.015272,heldout,numerical_tolerance,,,,,,,,,,,,
True,A1 No diagnosis,A1-fft8-s08,fft8,hard,8,True,True,True,False,True,37,6,18970,2771,0.015291,,,13900,13143,-5.4437,2399,2626,,37,28.91,,16,16.59,
True,A1 No diagnosis,A1-fft8-s09,fft8,hard,9,False,False,False,False,False,37,7,18990,2777,0.01531,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A1 No diagnosis,A1-sobel_3x3-s00,sobel_3x3,hard,0,True,True,True,False,True,37,7,19010,2783,0.01533,,,14000,13629,-2.6525,2384,2836,,38,40.87,,15,15.91,
True,A1 No diagnosis,A1-sobel_3x3-s01,sobel_3x3,hard,1,True,True,False,False,False,37,8,19030,2789,0.015349,qualification,metrics_parse_failure,,,,,,,,,,,,
True,A1 No diagnosis,A1-sobel_3x3-s02,sobel_3x3,hard,2,True,True,True,False,True,37,6,19050,2795,0.015368,,,14100,12215,-13.3661,2406,2512,,40,37.71,,17,18.6,
True,A1 No diagnosis,A1-sobel_3x3-s03,sobel_3x3,hard,3,False,False,False,False,False,38,7,19070,2801,0.015387,heldout,interface_mismatch,,,,,,,,,,,,
True,A1 No diagnosis,A1-sobel_3x3-s04,sobel_3x3,hard,4,False,False,False,False,False,39,8,19090,2807,0.015406,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A1 No diagnosis,A1-sobel_3x3-s05,sobel_3x3,hard,5,True,True,True,False,True,35,6,19110,2813,0.015426,,,14250,13578,-4.7145,2439,2864,,39,38.92,,17,18.98,
True,A1 No diagnosis,A1-sobel_3x3-s06,sobel_3x3,hard,6,False,False,False,False,False,36,7,19130,2819,0.015445,heldout,numerical_tolerance,,,,,,,,,,,,
True,A1 No diagnosis,A1-sobel_3x3-s07,sobel_3x3,hard,7,False,False,False,False,False,37,8,19150,2825,0.015464,heldout,interface_mismatch,,,,,,,,,,,,
True,A1 No diagnosis,A1-sobel_3x3-s08,sobel_3x3,hard,8,True,True,True,False,True,37,6,19170,2831,0.015483,,,14400,10749,-25.3535,2472,2363,,38,34.74,,17,15.73,
True,A1 No diagnosis,A1-sobel_3x3-s09,sobel_3x3,hard,9,True,True,True,False,True,37,7,19190,2837,0.015502,,,14450,12561,-13.0725,2483,2400,,39,37.52,,15,17.25,
True,A1 No diagnosis,A1-crc32_stream-s00,crc32_stream,hard,0,False,False,False,False,False,37,7,19210,2843,0.015522,heldout,boundary_case,,,,,,,,,,,,
True,A1 No diagnosis,A1-crc32_stream-s01,crc32_stream,hard,1,True,True,True,False,True,37,8,19230,2849,0.015541,,,14550,12193,-16.1978,2468,2550,,40,32.74,,17,17.34,
True,A1 No diagnosis,A1-crc32_stream-s02,crc32_stream,hard,2,True,True,True,False,True,38,6,19250,2855,0.01556,,,14600,14848,1.6977,2479,2310,,41,45.38,,18,16.7,
True,A1 No diagnosis,A1-crc32_stream-s03,crc32_stream,hard,3,True,True,True,False,True,39,7,19270,2861,0.015579,,,14650,13431,-8.3202,2490,2521,,42,38.14,,16,15.44,
True,A1 No diagnosis,A1-crc32_stream-s04,crc32_stream,hard,4,False,False,False,False,False,35,8,19290,2867,0.015598,heldout,boundary_case,,,,,,,,,,,,
True,A1 No diagnosis,A1-crc32_stream-s05,crc32_stream,hard,5,True,True,True,False,True,36,6,19310,2873,0.015618,,,14750,12000,-18.6445,2512,2747,,40,35.6,,18,19.19,
True,A1 No diagnosis,A1-crc32_stream-s06,crc32_stream,hard,6,True,True,False,False,False,37,7,19330,2879,0.015637,qualification,metrics_parse_failure,,,,,,,,,,,,
True,A1 No diagnosis,A1-crc32_stream-s07,crc32_stream,hard,7,True,True,True,False,True,37,8,19350,2885,0.015656,,,14850,15042,1.2949,2534,2633,,42,38.51,,17,17.21,
True,A1 No diagnosis,A1-crc32_stream-s08,crc32_stream,hard,8,True,True,True,False,True,37,6,19370,2891,0.015675,,,14900,13317,-10.6267,2545,2862,,39,42.37,,18,18.45,
True,A1 No diagnosis,A1-crc32_stream-s09,crc32_stream,hard,9,True,True,True,False,True,38,7,19390,2897,0.015694,,,14950,12596,-15.7484,2556,2658,,40,37.78,,16,16.51,
True,A2 No gate,A2-vector_add-s00,vector_add,easy,0,False,False,False,False,False,42,8,17410,2303,0.013794,heldout,boundary_case,,,,,,,,,,,,
True,A2 No gate,A2-vector_add-s01,vector_add,easy,1,True,True,True,False,True,42,6,17430,2309,0.013813,,,10050,8464,-15.7837,1811,1779,,31,30.09,,13,13.76,
True,A2 No gate,A2-vector_add-s02,vector_add,easy,2,True,True,True,False,True,42,7,17450,2315,0.013832,,,10100,8135,-19.4536,1822,1776,,32,36.23,,14,14.58,
True,A2 No gate,A2-vector_add-s03,vector_add,easy,3,True,True,True,False,True,43,8,17470,2321,0.013851,,,10150,8322,-18.0109,1833,2075,,33,31.36,,12,11.76,
True,A2 No gate,A2-vector_add-s04,vector_add,easy,4,True,True,True,False,True,44,6,17490,2327,0.01387,,,10200,6721,-34.1058,1844,1919,,30,33.43,,13,12.46,
True,A2 No gate,A2-vector_add-s05,vector_add,easy,5,False,False,False,False,False,40,7,17510,2333,0.01389,heldout,numerical_tolerance,,,,,,,,,,,,
True,A2 No gate,A2-vector_add-s06,vector_add,easy,6,True,True,True,False,True,41,8,17530,2339,0.013909,,,10300,8576,-16.7378,1866,1846,,32,36.11,,12,12.4,
True,A2 No gate,A2-vector_add-s07,vector_add,easy,7,True,False,False,False,False,42,6,17550,2345,0.013928,qualification,c_synthesis_failure,,,,,,,,,,,,
True,A2 No gate,A2-vector_add-s08,vector_add,easy,8,False,False,False,False,False,42,7,17570,2351,0.013947,heldout,boundary_case,,,,,,,,,,,,
True,A2 No gate,A2-vector_add-s09,vector_add,easy,9,True,True,True,False,True,42,8,17590,2357,0.013966,,,10450,9654,-7.6137,1899,1951,,31,26.25,,12,11.67,
True,A2 No gate,A2-axpy-s00,axpy,easy,0,True,True,True,False,True,42,8,17610,2363,0.013986,,,10500,8633,-17.7791,1873,2159,,31,26.17,,13,13.07,
True,A2 No gate,A2-axpy-s01,axpy,easy,1,False,False,False,False,False,42,6,17630,2369,0.014005,heldout,interface_mismatch,,,,,,,,,,,,
True,A2 No gate,A2-axpy-s02,axpy,easy,2,True,True,True,False,True,43,7,17650,2375,0.014024,,,10600,7642,-27.9084,1895,1666,,33,34.48,,15,14.21,
True,A2 No gate,A2-axpy-s03,axpy,easy,3,True,True,True,False,True,44,8,17670,2381,0.014043,,,10650,9061,-14.9198,1906,1999,,34,29.77,,13,14.24,
True,A2 No gate,A2-axpy-s04,axpy,easy,4,False,False,False,False,False,40,6,17690,2387,0.014062,heldout,numerical_tolerance,,,,,,,,,,,,
True,A2 No gate,A2-axpy-s05,axpy,easy,5,True,True,True,False,True,41,7,17710,2393,0.014082,,,10750,9138,-14.9996,1928,1756,,32,29.86,,15,16.12,
True,A2 No gate,A2-axpy-s06,axpy,easy,6,True,True,True,False,True,42,8,17730,2399,0.014101,,,10800,8524,-21.0696,1939,2012,,33,33.2,,13,15.3,
True,A2 No gate,A2-axpy-s07,axpy,easy,7,True,True,True,False,True,42,6,17750,2405,0.01412,,,10850,8724,-19.5922,1950,1897,,34,36.34,,14,13.73,
True,A2 No gate,A2-axpy-s08,axpy,easy,8,True,True,True,False,True,42,7,17770,2411,0.014139,,,10900,9396,-13.7989,1961,2346,,31,27.9,,15,16.75,
True,A2 No gate,A2-axpy-s09,axpy,easy,9,True,True,True,False,True,43,8,17790,2417,0.014158,,,10950,7753,-29.1928,1972,1740,,32,27.51,,13,13.84,
True,A2 No gate,A2-fir16-s00,fir16,easy,0,True,True,False,False,False,42,8,17810,2423,0.014178,qualification,metrics_parse_failure,,,,,,,,,,,,
True,A2 No gate,A2-fir16-s01,fir16,easy,1,True,True,True,False,True,43,6,17830,2429,0.014197,,,11050,9568,-13.4118,1957,2209,,33,33.22,,15,14.25,
True,A2 No gate,A2-fir16-s02,fir16,easy,2,True,True,True,False,True,44,7,17850,2435,0.014216,,,11100,9268,-16.5041,1968,2245,,34,36.69,,16,18.79,
True,A2 No gate,A2-fir16-s03,fir16,easy,3,True,True,True,False,True,40,8,17870,2441,0.014235,,,11150,8799,-21.0876,1979,2348,,35,29.39,,14,13.83,
True,A2 No gate,A2-fir16-s04,fir16,easy,4,True,True,True,True,False,41,6,17890,2447,0.014254,qualification,constraint_violation,,,,,,,,,,,,
True,A2 No gate,A2-fir16-s05,fir16,easy,5,True,True,True,False,True,42,7,17910,2453,0.014274,,,11250,8741,-22.3026,2001,1949,,33,32.11,,16,16.23,
True,A2 No gate,A2-fir16-s06,fir16,easy,6,False,False,False,False,False,42,8,17930,2459,0.014293,heldout,boundary_case,,,,,,,,,,,,
True,A2 No gate,A2-fir16-s07,fir16,easy,7,True,True,True,False,True,42,6,17950,2465,0.014312,,,11350,10488,-7.5939,2023,2135,,35,39.78,,15,15.79,
True,A2 No gate,A2-fir16-s08,fir16,easy,8,True,False,False,False,False,43,7,17970,2471,0.014331,qualification,c_synthesis_failure,,,,,,,,,,,,
True,A2 No gate,A2-fir16-s09,fir16,easy,9,True,True,True,False,True,44,8,17990,2477,0.01435,,,11450,11594,1.2588,2045,2126,,33,34.4,,14,13.8,
True,A2 No gate,A2-moving_average-s00,moving_average,medium,0,True,True,True,False,True,43,8,18010,2483,0.01437,,,11500,9470,-17.6536,2019,2153,,33,31.02,,15,15.42,
True,A2 No gate,A2-moving_average-s01,moving_average,medium,1,True,False,False,False,False,44,6,18030,2489,0.014389,qualification,c_synthesis_failure,,,,,,,,,,,,
True,A2 No gate,A2-moving_average-s02,moving_average,medium,2,True,True,False,False,False,40,7,18050,2495,0.014408,qualification,metrics_parse_failure,,,,,,,,,,,,
True,A2 No gate,A2-moving_average-s03,moving_average,medium,3,True,True,True,False,True,41,8,18070,2501,0.014427,,,11650,11989,2.9083,2052,1961,,36,31.1,,15,15.62,
True,A2 No gate,A2-moving_average-s04,moving_average,medium,4,True,True,True,False,True,42,6,18090,2507,0.014446,,,11700,10298,-11.9841,2063,2204,,33,31.59,,16,16.09,
True,A2 No gate,A2-moving_average-s05,moving_average,medium,5,False,False,False,False,False,42,7,18110,2513,0.014466,heldout,boundary_case,,,,,,,,,,,,
True,A2 No gate,A2-moving_average-s06,moving_average,medium,6,False,False,False,False,False,42,8,18130,2519,0.014485,heldout,numerical_tolerance,,,,,,,,,,,,
True,A2 No gate,A2-moving_average-s07,moving_average,medium,7,True,True,True,False,True,43,6,18150,2525,0.014504,,,11850,8396,-29.1483,2096,2265,,36,36.66,,16,15.09,
True,A2 No gate,A2-moving_average-s08,moving_average,medium,8,True,True,True,False,True,44,7,18170,2531,0.014523,,,11900,11378,-4.3878,2107,2052,,33,22.05,,17,16.44,
True,A2 No gate,A2-moving_average-s09,moving_average,medium,9,True,True,True,False,True,40,8,18190,2537,0.014542,,,11950,11232,-6.0102,2118,2208,,34,33.89,,15,13.57,
True,A2 No gate,A2-dot_product-s00,dot_product,medium,0,False,False,False,False,False,44,8,18210,2543,0.014562,heldout,boundary_case,,,,,,,,,,,,
True,A2 No gate,A2-dot_product-s01,dot_product,medium,1,False,False,False,False,False,40,6,18230,2549,0.014581,heldout,numerical_tolerance,,,,,,,,,,,,
True,A2 No gate,A2-dot_product-s02,dot_product,medium,2,True,True,True,False,True,41,7,18250,2555,0.0146,,,12100,11522,-4.7766,2114,1984,,36,38.45,,18,20.16,
True,A2 No gate,A2-dot_product-s03,dot_product,medium,3,False,False,False,False,False,42,8,18270,2561,0.014619,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A2 No gate,A2-dot_product-s04,dot_product,medium,4,True,True,False,False,False,42,6,18290,2567,0.014638,qualification,metrics_parse_failure,,,,,,,,,,,,
True,A2 No gate,A2-dot_product-s05,dot_product,medium,5,False,False,False,False,False,42,7,18310,2573,0.014658,heldout,numerical_tolerance,,,,,,,,,,,,
True,A2 No gate,A2-dot_product-s06,dot_product,medium,6,True,True,True,False,True,43,8,18330,2579,0.014677,,,12300,9891,-19.586,2158,1948,,36,30.77,,16,16.9,
True,A2 No gate,A2-dot_product-s07,dot_product,medium,7,True,True,True,False,True,44,6,18350,2585,0.014696,,,12350,11865,-3.9263,2169,2228,,37,44.13,,17,16.62,
True,A2 No gate,A2-dot_product-s08,dot_product,medium,8,False,False,False,False,False,40,7,18370,2591,0.014715,heldout,boundary_case,,,,,,,,,,,,
True,A2 No gate,A2-dot_product-s09,dot_product,medium,9,True,False,False,False,False,41,8,18390,2597,0.014734,qualification,c_synthesis_failure,,,,,,,,,,,,
True,A2 No gate,A2-matrix_multiply_4x4-s00,matrix_multiply_4x4,medium,0,True,True,True,False,True,40,8,18410,2603,0.014754,,,12500,9125,-27.0033,2165,2575,,35,37.76,,12,12.22,
True,A2 No gate,A2-matrix_multiply_4x4-s01,matrix_multiply_4x4,medium,1,True,True,True,False,True,41,6,18430,2609,0.014773,,,12550,11136,-11.2637,2176,2350,,36,43.35,,13,11.78,
True,A2 No gate,A2-matrix_multiply_4x4-s02,matrix_multiply_4x4,medium,2,True,True,True,False,True,42,7,18450,2615,0.014792,,,12600,11686,-7.2572,2187,2147,,37,36.95,,14,15.36,
True,A2 No gate,A2-matrix_multiply_4x4-s03,matrix_multiply_4x4,medium,3,True,True,True,False,True,42,8,18470,2621,0.014811,,,12650,10914,-13.7212,2198,2575,,38,34.12,,12,12.7,
True,A2 No gate,A2-matrix_multiply_4x4-s04,matrix_multiply_4x4,medium,4,True,True,True,False,True,42,6,18490,2627,0.01483,,,12700,12484,-1.697,2209,2339,,35,29.91,,13,13.52,
True,A2 No gate,A2-matrix_multiply_4x4-s05,matrix_multiply_4x4,medium,5,True,True,True,False,True,43,7,18510,2633,0.01485,,,12750,10016,-21.4448,2220,2376,,36,33.8,,14,15.19,
True,A2 No gate,A2-matrix_multiply_4x4-s06,matrix_multiply_4x4,medium,6,True,True,True,False,True,44,8,18530,2639,0.014869,,,12800,10456,-18.3098,2231,2093,,37,38.82,,12,12.19,
True,A2 No gate,A2-matrix_multiply_4x4-s07,matrix_multiply_4x4,medium,7,True,True,True,True,False,40,6,18550,2645,0.014888,qualification,constraint_violation,,,,,,,,,,,,
True,A2 No gate,A2-matrix_multiply_4x4-s08,matrix_multiply_4x4,medium,8,False,False,False,False,False,41,7,18570,2651,0.014907,heldout,numerical_tolerance,,,,,,,,,,,,
True,A2 No gate,A2-matrix_multiply_4x4-s09,matrix_multiply_4x4,medium,9,True,True,True,False,True,42,8,18590,2657,0.014926,,,12950,12217,-5.6572,2264,2402,,36,34.6,,12,12.77,
True,A2 No gate,A2-convolution_1d-s00,convolution_1d,medium,0,True,True,True,False,True,41,8,18610,2663,0.014946,,,13000,11075,-14.8109,2238,2109,,36,35.1,,13,14.22,
True,A2 No gate,A2-convolution_1d-s01,convolution_1d,medium,1,False,False,False,False,False,42,6,18630,2669,0.014965,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A2 No gate,A2-convolution_1d-s02,convolution_1d,medium,2,False,False,False,False,False,42,7,18650,2675,0.014984,heldout,boundary_case,,,,,,,,,,,,
True,A2 No gate,A2-convolution_1d-s03,convolution_1d,medium,3,False,False,False,False,False,42,8,18670,2681,0.015003,heldout,numerical_tolerance,,,,,,,,,,,,
True,A2 No gate,A2-convolution_1d-s04,convolution_1d,medium,4,True,True,True,False,True,43,6,18690,2687,0.015022,,,13200,12126,-8.14,2282,2148,,36,37.38,,14,14.16,
True,A2 No gate,A2-convolution_1d-s05,convolution_1d,medium,5,True,True,True,False,True,44,7,18710,2693,0.015042,,,13250,13633,2.888,2293,2368,,37,33.78,,15,15.45,
True,A2 No gate,A2-convolution_1d-s06,convolution_1d,medium,6,False,False,False,False,False,40,8,18730,2699,0.015061,heldout,boundary_case,,,,,,,,,,,,
True,A2 No gate,A2-convolution_1d-s07,convolution_1d,medium,7,True,True,True,False,True,41,6,18750,2705,0.01508,,,13350,11858,-11.1733,2315,2564,,39,35.55,,14,12.48,
True,A2 No gate,A2-convolution_1d-s08,convolution_1d,medium,8,False,False,False,False,False,42,7,18770,2711,0.015099,heldout,interface_mismatch,,,,,,,,,,,,
True,A2 No gate,A2-convolution_1d-s09,convolution_1d,medium,9,False,False,False,False,False,42,8,18790,2717,0.015118,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A2 No gate,A2-fft8-s00,fft8,hard,0,False,False,False,False,False,42,8,18810,2723,0.015138,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A2 No gate,A2-fft8-s01,fft8,hard,1,False,False,False,False,False,42,6,18830,2729,0.015157,heldout,boundary_case,,,,,,,,,,,,
True,A2 No gate,A2-fft8-s02,fft8,hard,2,False,False,False,False,False,42,7,18850,2735,0.015176,heldout,numerical_tolerance,,,,,,,,,,,,
True,A2 No gate,A2-fft8-s03,fft8,hard,3,True,True,True,False,True,43,8,18870,2741,0.015195,,,13650,10358,-24.1192,2344,2665,,40,37.87,,14,14.64,
True,A2 No gate,A2-fft8-s04,fft8,hard,4,True,True,True,False,True,44,6,18890,2747,0.015214,,,13700,12121,-11.5224,2355,2403,,37,37.58,,15,15.31,
True,A2 No gate,A2-fft8-s05,fft8,hard,5,True,True,True,False,True,40,7,18910,2753,0.015234,,,13750,11423,-16.9233,2366,2247,,38,35.6,,16,14.85,
True,A2 No gate,A2-fft8-s06,fft8,hard,6,True,False,False,False,False,41,8,18930,2759,0.015253,qualification,c_synthesis_failure,,,,,,,,,,,,
True,A2 No gate,A2-fft8-s07,fft8,hard,7,False,False,False,False,False,42,6,18950,2765,0.015272,heldout,interface_mismatch,,,,,,,,,,,,
True,A2 No gate,A2-fft8-s08,fft8,hard,8,False,False,False,False,False,42,7,18970,2771,0.015291,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A2 No gate,A2-fft8-s09,fft8,hard,9,True,True,True,False,True,42,8,18990,2777,0.01531,,,13950,11439,-18.0034,2410,2445,,38,32.75,,14,13.47,
True,A2 No gate,A2-sobel_3x3-s00,sobel_3x3,hard,0,True,True,False,False,False,42,8,19010,2783,0.01533,qualification,metrics_parse_failure,,,,,,,,,,,,
True,A2 No gate,A2-sobel_3x3-s01,sobel_3x3,hard,1,False,False,False,False,False,42,6,19030,2789,0.015349,heldout,numerical_tolerance,,,,,,,,,,,,
True,A2 No gate,A2-sobel_3x3-s02,sobel_3x3,hard,2,False,False,False,False,False,43,7,19050,2795,0.015368,heldout,interface_mismatch,,,,,,,,,,,,
True,A2 No gate,A2-sobel_3x3-s03,sobel_3x3,hard,3,False,False,False,False,False,44,8,19070,2801,0.015387,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A2 No gate,A2-sobel_3x3-s04,sobel_3x3,hard,4,False,False,False,False,False,40,6,19090,2807,0.015406,heldout,boundary_case,,,,,,,,,,,,
True,A2 No gate,A2-sobel_3x3-s05,sobel_3x3,hard,5,True,True,True,False,True,41,7,19110,2813,0.015426,,,14250,13951,-2.101,2439,2920,,39,37.12,,17,19.13,
True,A2 No gate,A2-sobel_3x3-s06,sobel_3x3,hard,6,True,True,True,False,True,42,8,19130,2819,0.015445,,,14300,12166,-14.9222,2450,2568,,40,39.44,,15,16.11,
True,A2 No gate,A2-sobel_3x3-s07,sobel_3x3,hard,7,False,False,False,False,False,42,6,19150,2825,0.015464,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A2 No gate,A2-sobel_3x3-s08,sobel_3x3,hard,8,True,True,True,False,True,42,7,19170,2831,0.015483,,,14400,10769,-25.2181,2472,2770,,38,44.72,,17,18.84,
True,A2 No gate,A2-sobel_3x3-s09,sobel_3x3,hard,9,False,False,False,False,False,43,8,19190,2837,0.015502,heldout,numerical_tolerance,,,,,,,,,,,,
True,A2 No gate,A2-crc32_stream-s00,crc32_stream,hard,0,False,False,False,False,False,42,8,19210,2843,0.015522,heldout,numerical_tolerance,,,,,,,,,,,,
True,A2 No gate,A2-crc32_stream-s01,crc32_stream,hard,1,False,False,False,False,False,43,6,19230,2849,0.015541,heldout,interface_mismatch,,,,,,,,,,,,
True,A2 No gate,A2-crc32_stream-s02,crc32_stream,hard,2,False,False,False,False,False,44,7,19250,2855,0.01556,heldout,wrong_arithmetic,,,,,,,,,,,,
True,A2 No gate,A2-crc32_stream-s03,crc32_stream,hard,3,False,False,False,False,False,40,8,19270,2861,0.015579,heldout,boundary_case,,,,,,,,,,,,
True,A2 No gate,A2-crc32_stream-s04,crc32_stream,hard,4,True,False,False,False,False,41,6,19290,2867,0.015598,qualification,c_synthesis_failure,,,,,,,,,,,,
True,A2 No gate,A2-crc32_stream-s05,crc32_stream,hard,5,True,True,False,False,False,42,7,19310,2873,0.015618,qualification,metrics_parse_failure,,,,,,,,,,,,
True,A2 No gate,A2-crc32_stream-s06,crc32_stream,hard,6,True,True,True,False,True,42,8,19330,2879,0.015637,,,14800,13160,-11.0807,2523,2388,,41,38.31,,16,15.08,
True,A2 No gate,A2-crc32_stream-s07,crc32_stream,hard,7,False,False,False,False,False,42,6,19350,2885,0.015656,heldout,boundary_case,,,,,,,,,,,,
True,A2 No gate,A2-crc32_stream-s08,crc32_stream,hard,8,True,True,True,False,True,43,7,19370,2891,0.015675,,,14900,10765,-27.7516,2545,2783,,39,37.56,,18,16.74,
